timestamp,memory_usage_bytes
0,882806784
1,945393664
2,945393664
3,945393664
4,945393664
5,945393664
6,1012469760
7,1012469760
8,1012469760
9,1012469760
10,1012469760
11,1012469760
12,1012957184
13,1026650112
14,1026650112
15,1026650112
16,1026650112
17,1026650112
18,1026650112
19,1026650112
20,1026650112
21,1026650112
22,1026650112
23,1026650112
24,1026650112
25,1089355776
26,1026650112
27,1026650112
28,1026650112
29,1026650112
30,1026650112
31,1026650112
32,1026650112
33,1026650112
34,1026650112
35,1026650112
36,1026650112
37,1026650112
38,1026650112
39,1026650112
40,1026650112
41,1026650112
42,1026650112
43,1026650112
44,1026650112
45,1026650112
46,1026650112
47,1026650112
48,1026650112
49,1026650112
50,1026650112
51,1026650112
52,1089355776
53,901369856
