timestamp,memory_usage_bytes
0,674279424
1,674914304
2,674914304
3,674914304
4,674914304
5,674914304
6,674914304
7,674914304
8,674914304
9,674914304
10,674914304
11,674914304
12,674914304
13,674914304
14,674914304
15,674914304
16,674914304
17,674914304
18,674914304
19,674914304
20,674914304
21,674914304
22,674914304
23,674914304
24,674914304
25,674914304
26,674914304
27,674914304
28,674914304
29,674914304
30,674914304
31,675450880
32,675721216
33,675721216
34,675721216
35,675721216
36,675721216
37,675721216
38,677343232
39,722817024
40,768290816
41,768290816
42,768290816
43,768290816
44,768290816
45,768290816
46,768290816
47,768290816
48,768290816
49,768290816
50,768290816
51,768290816
52,768290816
53,768290816
54,768290816
55,768290816
56,768290816
57,768290816
58,768290816
59,768290816
60,768290816
61,768290816
62,768290816
63,768290816
64,768290816
65,768290816
66,768290816
67,768290816
68,768290816
69,768290816
70,768290816
71,768290816
72,768290816
73,768290816
74,768290816
75,768290816
76,768290816
77,768290816
78,768561152
79,731885568
80,731885568
81,731885568
82,731885568
83,731885568
84,731885568
85,731885568
86,731885568
87,731885568
88,731885568
89,731885568
90,731885568
91,731885568
92,731885568
93,731885568
94,731885568
95,731885568
96,731885568
97,731885568
98,731885568
99,731885568
100,731885568
101,731885568
102,731885568
103,731885568
104,731885568
105,731885568
106,731885568
107,731885568
108,731885568
109,731885568
110,731885568
111,731885568
112,731885568
113,731885568
114,731885568
115,731885568
116,731885568
117,731885568
118,731885568
119,732688384
120,732688384
121,732688384
122,732688384
123,732688384
124,732688384
125,732688384
126,732688384
127,732688384
128,732688384
129,732688384
130,732688384
131,732688384
132,732688384
133,732688384
134,732688384
135,732688384
136,732688384
137,732688384
138,732688384
139,732688384
140,732688384
141,732688384
142,732688384
143,732688384
144,732688384
145,732688384
146,732688384
147,732688384
148,732688384
149,732688384
150,732688384
151,732688384
152,732688384
153,732688384
154,732688384
155,732688384
156,732688384
157,732688384
158,732688384
159,771239936
160,771239936
161,771239936
162,771239936
163,771239936
164,771239936
165,771239936
166,771239936
167,771239936
168,771239936
169,771239936
170,771239936
171,771239936
172,771239936
173,771239936
174,771239936
175,771239936
176,771239936
177,771239936
178,771239936
179,771239936
180,771239936
181,771239936
182,771239936
183,771239936
184,771239936
185,771239936
186,771239936
187,771239936
188,771239936
189,771239936
190,771239936
191,771239936
192,771239936
193,771239936
194,771239936
195,771239936
196,771239936
197,771239936
198,771239936
199,732958720
200,732958720
201,732958720
202,732958720
203,732958720
204,732958720
205,732958720
206,732958720
207,732958720
208,732958720
209,732958720
210,732958720
211,732958720
212,732958720
213,732958720
214,732958720
215,732958720
216,732958720
217,732958720
218,732958720
219,732958720
220,732958720
221,732958720
222,732958720
223,732958720
224,732958720
225,732958720
226,732958720
227,732958720
228,732958720
229,732958720
230,732958720
231,732958720
232,732958720
233,732958720
234,732958720
235,732958720
236,732958720
237,732958720
238,733151232
239,733151232
240,733151232
241,733151232
242,733151232
243,733151232
244,733151232
245,733151232
246,733151232
247,733151232
248,733151232
249,733151232
250,733151232
251,733151232
252,733151232
253,733151232
254,733151232
255,733151232
256,733151232
257,733151232
258,733151232
259,733151232
260,733151232
261,733151232
262,733151232
263,733151232
264,733151232
265,733151232
266,733151232
267,733151232
268,733151232
269,733151232
270,733151232
271,733151232
272,733151232
273,733151232
274,733151232
275,771436544
276,771432448
277,771432448
278,771432448
279,771432448
280,771432448
281,771432448
282,771432448
283,771432448
284,771432448
285,771432448
286,771432448
287,771432448
288,771432448
289,771432448
290,771432448
291,771432448
292,771432448
293,771432448
294,771432448
295,771432448
296,771432448
297,771432448
298,771432448
299,771432448
300,771432448
301,771432448
302,771432448
303,771432448
304,771432448
305,771432448
306,771432448
307,771432448
308,771432448
309,771432448
310,771432448
311,771432448
312,771497984
313,1078812672
314,1145827328
315,693747712
