timestamp,memory_usage_bytes
0,710619136
1,710619136
2,710619136
3,710619136
4,710619136
5,710619136
6,710619136
7,710619136
8,710619136
9,710619136
10,710619136
11,710619136
12,710619136
13,710619136
14,710619136
15,710619136
16,710619136
17,710619136
18,710619136
19,710619136
20,710619136
21,710619136
22,710619136
23,710619136
24,710619136
25,710619136
26,710619136
27,710619136
28,710619136
29,710619136
30,710619136
31,710619136
32,710619136
33,710619136
34,710619136
35,710619136
36,710619136
37,710619136
38,710619136
39,710619136
40,710619136
41,710619136
42,710619136
43,710619136
44,710619136
45,710619136
46,710619136
47,710619136
48,753635328
49,798752768
50,798752768
51,798752768
52,798752768
53,798752768
54,798752768
55,798752768
56,798752768
57,798752768
58,798752768
59,798752768
60,798752768
61,798752768
62,798752768
63,798752768
64,798752768
65,798752768
66,798752768
67,798752768
68,798752768
69,798752768
70,798752768
71,798752768
72,798752768
73,798752768
74,798752768
75,798752768
76,798752768
77,798752768
78,798752768
79,798752768
80,798752768
81,798752768
82,798752768
83,798752768
84,798752768
85,798752768
86,798752768
87,798752768
88,798752768
89,798752768
90,798752768
91,798752768
92,798752768
93,798752768
94,798752768
95,798752768
96,762011648
97,762011648
98,762011648
99,762011648
100,762011648
101,762011648
102,762011648
103,762011648
104,762011648
105,762011648
106,762011648
107,762011648
108,762011648
109,762011648
110,762011648
111,762011648
112,762011648
113,762011648
114,762011648
115,762011648
116,762011648
117,762011648
118,762011648
119,762011648
120,762011648
121,762011648
122,762011648
123,762011648
124,762011648
125,762011648
126,762011648
127,762011648
128,762011648
129,762011648
130,762011648
131,762011648
132,762011648
133,762011648
134,762011648
135,762011648
136,762011648
137,762011648
138,762011648
139,762011648
140,762011648
141,762011648
142,800292864
143,762814464
144,762814464
145,762814464
146,762814464
147,762814464
148,762814464
149,762814464
150,762814464
151,762814464
152,762814464
153,762814464
154,762814464
155,762814464
156,762814464
157,762814464
158,762814464
159,762814464
160,762814464
161,762814464
162,762814464
163,762814464
164,762814464
165,762814464
166,762814464
167,762814464
168,762814464
169,762814464
170,762814464
171,762814464
172,762814464
173,762814464
174,762814464
175,762814464
176,762814464
177,762814464
178,762814464
179,762814464
180,762814464
181,762814464
182,762814464
183,762814464
184,762814464
185,762814464
186,762814464
187,801095680
188,801095680
189,801095680
190,801095680
191,801095680
192,801095680
193,801095680
194,801095680
195,801095680
196,801095680
197,801095680
198,801095680
199,801095680
200,801095680
201,801095680
202,801095680
203,801095680
204,801095680
205,801095680
206,801095680
207,801095680
208,801095680
209,801095680
210,801095680
211,801095680
212,801095680
213,801095680
214,801095680
215,801095680
216,801095680
217,801095680
218,801095680
219,801095680
220,801095680
221,801095680
222,801095680
223,801095680
224,801095680
225,801095680
226,801095680
227,801095680
228,801095680
229,801095680
230,801095680
231,763076608
232,769191936
233,769191936
234,769191936
235,769191936
236,769191936
237,769191936
238,769191936
239,769191936
240,769191936
241,769191936
242,777101312
243,777101312
244,777101312
245,777101312
246,777101312
247,777101312
248,777101312
249,777101312
250,777101312
251,777101312
252,777101312
253,777101312
254,777101312
255,777101312
256,777101312
257,777101312
258,777101312
259,777101312
260,777101312
261,777101312
262,777101312
263,777101312
264,777101312
265,777101312
266,777101312
267,777101312
268,777101312
269,777101312
270,777101312
271,777101312
272,777101312
273,777101312
274,777101312
275,782618624
276,782618624
277,782618624
278,782618624
279,782618624
280,782618624
281,782618624
282,782618624
283,782618624
284,782618624
285,783142912
286,783142912
287,783142912
288,783142912
289,783142912
290,783142912
291,783142912
292,783142912
293,783142912
294,783142912
295,783142912
296,783142912
297,783142912
298,783142912
299,783142912
300,783142912
301,783142912
302,783142912
303,783142912
304,783142912
305,783142912
306,783142912
307,783142912
308,783142912
309,783142912
310,783142912
311,783142912
312,783142912
313,783142912
314,783142912
315,783142912
316,783142912
317,783142912
318,783142912
319,783142912
320,783142912
321,783142912
322,821424128
323,821424128
324,821424128
325,821424128
326,821424128
327,821424128
328,821424128
329,821424128
330,821424128
331,821424128
332,821424128
333,821424128
334,821424128
335,821424128
336,821424128
337,822386688
338,822386688
339,822386688
340,822386688
341,822386688
342,822386688
343,822386688
344,822386688
345,822386688
346,822386688
347,822386688
348,822386688
349,822386688
350,822386688
351,822386688
352,822386688
353,822386688
354,822386688
355,822386688
356,822386688
357,822386688
358,822386688
359,822386688
360,822386688
361,822386688
362,822386688
363,822386688
364,822386688
365,822386688
366,822386688
367,822386688
368,822386688
369,822390784
370,1129705472
371,1197518848
372,744771584
