timestamp,memory_usage_bytes
0,649977856
1,650174464
2,650174464
3,650174464
4,650174464
5,650174464
6,650174464
7,650174464
8,650174464
9,650174464
10,650174464
11,650174464
12,650174464
13,650174464
14,650174464
15,650174464
16,650174464
17,650174464
18,650174464
19,650174464
20,650174464
21,650174464
22,650174464
23,650174464
24,650174464
25,650174464
26,650174464
27,650174464
28,650174464
29,650174464
30,650174464
31,650174464
32,650174464
33,650174464
34,650174464
35,649838592
36,650108928
