timestamp,memory_usage_bytes
0,587128832
1,843124736
2,843124736
3,843124736
4,843124736
5,843124736
6,843124736
7,843124736
8,843767808
9,942379008
10,844627968
11,844734464
12,844734464
13,844722176
14,844709888
15,844709888
16,844697600
17,844697600
18,844685312
19,844906496
20,844906496
21,845074432
22,845160448
23,845160448
24,845234176
25,996245504
26,845238272
27,845225984
28,845225984
29,845217792
30,845205504
31,845205504
32,845193216
33,1008771072
34,845180928
35,845266944
36,845266944
37,845254656
38,845254656
39,845242368
40,845230080
41,845230080
42,845217792
43,1009045504
44,845205504
45,845193216
46,845193216
47,845180928
48,845271040
49,845271040
50,845258752
51,845258752
52,845246464
53,845234176
54,845234176
55,845221888
56,845221888
57,845209600
58,845197312
59,845197312
60,845185024
61,845172736
62,845172736
63,845266944
64,845266944
65,845254656
66,845242368
67,845242368
68,845230080
69,1009057792
70,845217792
71,845205504
72,845205504
73,845193216
74,845193216
75,845180928
76,845266944
77,845266944
78,845254656
79,1009078272
80,845242368
81,845230080
82,845230080
83,845217792
84,845205504
85,845205504
86,845193216
87,845180928
88,730976256
89,730976256
90,730976256
91,730976256
92,730976256
93,1077440512
