timestamp,memory_usage_bytes
0,764010496
1,767791104
2,806076416
3,806076416
4,806076416
5,875995136
6,875995136
7,882413568
8,882413568
9,882413568
10,882413568
11,884486144
12,884486144
13,883044352
14,883044352
15,883044352
16,883044352
17,844640256
18,844640256
19,884674560
20,884674560
21,884674560
22,884674560
23,884797440
24,884797440
25,884797440
26,884797440
27,884797440
28,884678656
29,884678656
30,884678656
31,884678656
32,884678656
33,884678656
34,884678656
35,903553024
36,846397440
37,846397440
38,884678656
39,884678656
40,884678656
41,903553024
42,884801536
43,884801536
44,884801536
45,884801536
46,884801536
47,884973568
48,884973568
49,884973568
50,1230696448
51,1230696448
52,1230696448
53,1230696448
54,1230696448
55,1230696448
56,1230966784
57,848044032
58,848044032
59,848044032
60,848044032
61,848044032
62,848044032
63,848044032
64,848044032
65,848044032
66,848044032
67,848044032
68,848044032
69,848044032
70,848044032
71,848044032
