timestamp,memory_usage_bytes
0,714190848
1,752476160
2,752476160
3,790958080
4,790958080
5,816492544
6,860348416
7,860348416
8,860348416
9,898633728
10,898633728
11,840683520
12,840683520
13,840683520
14,878964736
15,878964736
16,897286144
17,897286144
18,897286144
19,897286144
20,897286144
21,859000832
22,862248960
23,862248960
24,862248960
25,900534272
26,900534272
27,862248960
28,862248960
29,862248960
30,900530176
31,900530176
32,900530176
33,900530176
34,900530176
35,900530176
36,900530176
37,881123328
38,862248960
39,862248960
40,862248960
41,900534272
42,900534272
43,900534272
44,900534272
45,1207848960
46,1207848960
47,1207848960
48,1207848960
49,1213472768
50,823844864
51,823844864
52,823844864
53,823844864
54,823844864
55,823844864
56,823844864
57,823844864
58,823844864
59,823844864
60,823844864
61,823844864
62,823844864
63,823844864
64,823844864
65,823844864
66,823844864
67,823844864
68,823844864
69,823844864
70,823844864
71,823844864
72,823844864
73,823844864
74,823844864
75,823844864
