timestamp,memory_usage_bytes
0,714534912
1,1249832960
2,1461645312
3,1258221568
4,1482616832
5,1331621888
6,1482616832
7,1482616832
8,1176432640
9,1117753344
10,1482518528
11,1340235776
12,1279418368
13,1325330432
14,1426219008
15,1132433408
16,1482518528
17,1206018048
18,1482616832
19,1165946880
20,1459773440
21,1308778496
22,1287581696
23,1205792768
24,1482616832
25,1411313664
26,1266835456
27,1197629440
28,1119809536
29,1482616832
30,1186918400
31,1457676288
32,1187143680
33,1285484544
34,800817152
35,1147072512
36,1149169664
37,1319038976
38,1340235776
39,1482518528
40,1436704768
41,1163849728
42,1373790208
43,1117753344
44,1107001344
45,1132392448
46,1285709824
47,1482518528
48,1098612736
49,1342107648
50,1482518528
51,1482518528
52,1466064896
53,1142878208
54,1413410816
55,1124003840
56,1206018048
57,1271029760
58,1405022208
59,1115656192
60,1153589248
61,1264738304
62,1340235776
63,1203920896
64,1360982016
65,1126100992
66,1482616832
67,1361207296
68,1482616832
69,1157558272
70,1396633600
71,1298292736
72,1178755072
73,1325555712
74,1430188032
75,1256124416
76,1425993728
77,1463967744
78,1432285184
79,1426219008
80,1124003840
81,1482616832
82,1379856384
83,1241444352
84,1293873152
85,1436479488
86,1350496256
87,1283387392
88,1245638656
89,1185046528
90,1482518528
91,1482616832
92,1304584192
93,1237250048
94,1289678848
95,1419927552
96,1428316160
97,1466064896
98,1482518528
99,1482518528
100,1476550656
101,1155461120
102,1482616832
103,1155686400
104,1482616832
105,1180626944
106,1482616832
107,1155686400
108,1482616832
109,1098612736
110,1482616832
111,1457451008
112,1413410816
113,1283387392
114,1482616832
115,1222569984
116,1304358912
117,1344430080
118,1327427584
119,1241669632
120,1098612736
121,1231183872
122,1361207296
123,1151266816
124,1409216512
125,1386147840
126,1482616832
127,1411538944
128,1147297792
129,1199501312
130,1363304448
131,1134489600
132,1430188032
133,1396633600
134,1482518528
135,1229086720
136,1482518528
137,1235378176
138,1340235776
139,1292001280
140,1482518528
141,1218375680
142,1329524736
143,1132392448
144,1187143680
145,1229086720
146,1482518528
147,1168044032
148,1482616832
149,1250058240
150,1434607616
151,1266835456
152,1306456064
153,1482518528
154,1308778496
155,1344430080
156,1482616832
157,1182949376
158,1098878976
159,1478422528
160,1306456064
161,1140781056
162,1325330432
163,1459773440
164,1398730752
165,1482518528
166,1329750016
167,1222795264
168,1346301952
